Date,Open,High,Low,Close,Volume
2015-07-13,108.49,108.53,107.95,107.98,890990.0
2015-07-10,109.78,109.9,109.17,109.41,1104435.0
2015-07-09,108.46,108.66,107.92,108.25,450326.0
2015-07-08,108.53,108.88,108.25,108.7,549093.0
2015-07-07,107.43,108.49,107.28,108.14,1208705.0
2015-07-06,108.27,108.88,108.22,108.51,624126.0
2015-07-02,108.8,109.09,108.74,108.81,449084.0
2015-07-01,108.8,109.08,108.42,108.53,1159960.0
2015-06-30,109.99,110.02,109.09,109.46,2024960.0
2015-06-29,109.11,110.75,109.11,110.37,2048602.0
2015-06-26,109.72,109.95,109.31,109.7,420159.0
2015-06-25,110.04,110.12,109.79,110.03,250583.0
2015-06-24,109.75,110.17,109.69,109.94,371974.0
2015-06-23,109.5,109.96,109.44,109.66,910869.0
2015-06-22,111.57,112.06,111.2,111.31,1036743.0
2015-06-19,111.25,111.61,111.22,111.41,358931.0
2015-06-18,112.0,112.33,111.38,111.72,1482634.0
2015-06-17,110.73,111.54,110.1,111.38,1334754.0
2015-06-16,110.39,110.53,110.15,110.4,303042.0
2015-06-15,110.18,110.92,110.18,110.81,710527.0
2015-06-12,110.27,110.94,110.14,110.53,560051.0
2015-06-11,110.15,110.75,110.08,110.69,425582.0
2015-06-10,111.41,111.48,110.75,111.27,768707.0
2015-06-09,110.52,110.9,110.24,110.74,545609.0
2015-06-08,110.01,110.94,109.87,110.85,1158403.0
2015-06-05,108.66,109.39,108.55,109.13,1158727.0
2015-06-04,110.56,111.18,110.28,110.39,919189.0
2015-06-03,109.76,110.86,109.76,110.77,1614650.0
2015-06-02,109.2,109.92,109.11,109.47,1916249.0
2015-06-01,107.75,107.84,106.96,107.31,604731.0
2015-05-29,107.76,108.11,107.63,107.91,428095.0
2015-05-28,107.03,107.65,106.79,107.52,671183.0
2015-05-27,106.43,107.17,106.38,107.09,970941.0
2015-05-26,107.16,107.29,106.72,106.82,1123637.0
2015-05-22,108.48,108.49,108.1,108.14,728600.0
2015-05-21,109.23,109.47,109.13,109.22,391809.0
2015-05-20,109.14,109.5,108.77,109.13,797363.0
2015-05-19,109.46,109.72,109.26,109.55,1060195.0
2015-05-18,111.75,111.8,111.03,111.14,730147.0
2015-05-15,111.53,112.68,111.41,112.51,811442.0
2015-05-14,112.16,112.16,111.48,112.1,706624.0
2015-05-13,111.21,111.85,111.15,111.48,580621.0
2015-05-12,110.39,110.7,110.18,110.2,313420.0
2015-05-11,109.49,109.8,109.4,109.61,520698.0
2015-05-08,110.57,110.63,109.9,110.14,646430.0
2015-05-07,110.94,111.02,110.46,110.75,769693.0
2015-05-06,110.97,111.74,110.89,111.55,1164122.0
2015-05-05,109.57,110.3,109.29,110.03,694557.0
2015-05-04,109.83,109.83,109.41,109.62,618145.0
2015-05-01,110.7,110.95,109.84,110.15,1228564.0
2015-04-30,109.39,110.75,109.3,110.37,1470130.0
2015-04-29,108.77,109.96,108.63,109.25,2938788.0
2015-04-28,107.42,108.03,107.4,107.89,1080027.0
2015-04-27,106.71,107.4,106.62,107.04,632464.0
2015-04-24,106.69,106.93,106.23,106.81,739449.0
2015-04-23,105.64,106.61,105.53,106.43,715872.0
2015-04-22,105.52,105.66,105.32,105.45,331582.0
2015-04-21,105.1,105.98,105.03,105.54,556073.0
2015-04-20,105.55,105.86,105.44,105.55,608164.0
2015-04-17,105.78,106.4,105.69,106.36,923032.0
2015-04-16,105.52,106.35,105.06,105.89,801576.0
2015-04-15,104.75,105.22,104.08,105.07,1177414.0
2015-04-14,104.88,105.27,104.67,104.71,733858.0
2015-04-13,104.04,104.24,103.83,104.03,1121921.0
2015-04-10,104.33,104.57,104.07,104.33,939706.0
2015-04-09,105.66,105.66,104.6,104.77,1259189.0
2015-04-08,106.73,106.76,105.86,106.03,719001.0
2015-04-07,106.71,107.03,106.33,106.34,819302.0
2015-04-06,108.32,108.51,107.29,107.59,1780656.0
2015-04-02,106.91,107.23,106.81,106.99,643119.0
2015-04-01,105.96,106.15,105.52,105.8,596137.0
2015-03-31,105.61,105.93,105.44,105.71,513616.0
2015-03-30,106.63,106.83,106.31,106.32,575119.0
2015-03-27,106.98,107.63,106.77,107.16,962118.0
2015-03-26,108.02,108.06,106.77,107.07,901440.0
2015-03-25,108.01,108.1,107.7,107.88,1064363.0
2015-03-24,107.58,107.63,107.11,107.44,892109.0
2015-03-23,107.46,107.89,107.05,107.84,1751566.0
2015-03-20,106.22,107.03,105.77,106.32,2602148.0
2015-03-19,104.95,105.14,104.39,104.69,2450458.0
2015-03-18,104.34,106.64,104.25,106.64,4270718.0
2015-03-17,104.58,104.76,104.13,104.19,1234082.0
2015-03-16,104.03,104.47,103.92,104.01,1643456.0
2015-03-13,104.03,104.05,102.92,103.08,1677657.0
2015-03-12,104.42,104.73,104.18,104.45,1598369.0
2015-03-11,104.1,104.35,103.42,103.67,2117215.0
2015-03-10,105.76,106.17,105.19,105.26,1350703.0
2015-03-09,106.91,106.96,106.63,106.78,1480267.0
2015-03-06,107.0,107.12,106.66,106.75,1687178.0
2015-03-05,108.5,108.72,108.11,108.51,971493.0
2015-03-04,109.47,109.48,108.83,108.98,1954653.0
2015-03-03,110.01,110.37,109.92,109.94,540612.0
2015-03-02,110.45,110.54,109.97,110.0,572126.0
2015-02-27,110.24,110.46,109.95,110.12,553157.0
2015-02-26,110.69,110.69,110.06,110.17,674272.0
2015-02-25,111.62,111.85,111.59,111.84,196709.0
2015-02-24,111.44,111.76,111.1,111.62,667261.0
2015-02-23,111.45,111.78,111.37,111.53,515320.0
2015-02-20,111.12,112.45,111.07,111.94,1301544.0
2015-02-19,111.93,112.14,111.77,111.8,287861.0
2015-02-18,111.98,112.29,111.55,112.17,677342.0
2015-02-17,112.27,112.42,112.02,112.38,470277.0
2015-02-13,112.22,112.48,112.05,112.16,295123.0
2015-02-12,111.73,112.41,111.7,112.31,481324.0
2015-02-11,111.33,111.34,111.01,111.15,665617.0
2015-02-10,111.24,111.47,111.17,111.36,518267.0
2015-02-09,111.29,111.75,111.29,111.45,439494.0
2015-02-06,111.61,111.79,111.33,111.4,631551.0
2015-02-05,112.5,113.16,112.39,113.06,512685.0
2015-02-04,112.55,112.66,112.0,112.12,618142.0
2015-02-03,112.5,113.49,112.41,113.03,1483098.0
2015-02-02,111.36,111.82,111.35,111.58,522319.0
2015-01-30,111.34,111.45,111.01,111.22,1034625.0
2015-01-29,111.59,111.9,111.02,111.44,1164774.0
2015-01-28,111.64,111.9,111.06,111.11,1231046.0
2015-01-27,111.89,112.43,111.57,112.03,1535693.0
2015-01-26,110.75,111.2,110.71,110.88,1266950.0
2015-01-23,110.4,111.13,110.31,110.33,2267393.0
2015-01-22,113.03,113.37,111.74,111.83,2934811.0
2015-01-21,114.54,114.99,113.82,114.09,2496447.0
2015-01-20,114.04,114.11,113.62,113.73,1641640.0
2015-01-16,113.62,114.09,112.83,113.91,2506636.0
